3	1.9891e+30	0	0	0	0	0	0	3.58574281686148e+22	0	0	5.972e+24	149600000000	0	0	0	29780	0	-3.52256963512533e+22	0	0	7.342e+22	149984000000	0	0	0	30802	0	-6.31731817361491e+20	0	0
3	1.9891e+30	70.0874424689946	0.385225256065666	0	0.00155746647841416	1.28407643546695e-05	0	3.58525594471575e+22	6.16934097829454e+20	0	5.972e+24	149577066725.54	2572874771.2522	0	-509.628342421793	29776.0920281984	0	-3.52257020587857e+22	-5.63888037432273e+20	0	7.342e+22	149950583809.068	2660391663.04868	0	-741.706772958968	30771.9924165264	0	-6.26857388371761e+20	-5.30460603971819e+19	0
3	1.9891e+30	274.723840044275	3.08571321395078	0	0.00311450041315348	5.24764601913482e-05	0	3.58370700088686e+22	1.2337082547108e+21	0	5.972e+24	149510101580.138	5145044469.50605	0	-1019.25580242833	29764.0143826011	0	-3.52254752555651e+22	-1.12985084686574e+21	0	7.342e+22	149853520201.391	5315408862.81651	0	-1471.76681696543	30680.5777736285	0	-6.11594753303453e+20	-1.03857407845063e+20	0
3	1.9891e+30	613.851063168845	10.416119195622	0	0.00467064054797754	0.000118896335878199	0	3.58109639343633e+22	1.85013968704888e+21	0	5.972e+24	149399104936.072	7715801418.78203	0	-1528.87386959362	29743.7216772268	0	-3.52241701348038e+22	-1.70005441385563e+21	0	7.342e+22	149694353745.953	7959905318.3017	0	-2178.37598432307	30531.7390616503	0	-5.86793799559486e+20	-1.50085273193248e+20	0
3	1.9891e+30	1087.37113978165	24.6898123012128	0	0.00622542587244059	0.000212081700221068	0	3.57742485879414e+22	2.46604561368853e+21	0	5.972e+24	149244078566.256	10284432681.3427	0	-2038.45807091509	29715.1395931244	0	-3.52204360938382e+22	-2.27629443162783e+21	0	7.342e+22	149475594499.833	10589197587.5368	0	-2851.03518614374	30332.0277846838	0	-5.53812494103145e+20	-1.89751182060697e+20	0
3	1.9891e+30	1695.14628293488	48.2181894533485	0	0.00777839576323531	0.000332005923181247	0	3.5726934552777e+22	3.08124328760019e+21	0	5.972e+24	149045027311.651	12850217820.5863	0	-2547.96202112593	29678.1708895026	0	-3.52126136092446e+22	-2.85992379075743e+21	0	7.342e+22	149200581632.131	13199265618.3152	0	-3481.03817062545	30090.0749944221	0	-5.14320943532464e+20	-2.21319496842762e+20	0
3	1.9891e+30	2436.99893048815	83.3099895740546	0	0.0093290901224546	0.000478634438260861	0	3.56690355553402e+22	3.6955500419001e+21	0	5.972e+24	148801961138.767	15412427205.5896	0	-3057.31414630978	29632.7016491141	0	-3.51988937012523e+22	-3.4518914341586e+21	0	7.342e+22	148873314991.129	15786909237.4454	0	-4061.74177080388	29816.0832245389	0	-4.70141854087939e+20	-2.43658607741508e+20	0
3	1.9891e+30	3312.71179659956	132.270608067224	0	0.0108770495125488	0.000651924747204306	0	3.56005683907449e+22	4.30878335108904e+21	0	5.972e+24	148514897393.988	17970320814.737	0	-3566.41610736029	29578.6064916063	0	-3.51773836442512e+22	-4.0528363264573e+21	0	7.342e+22	148498270341.716	18349864035.9036	0	-4588.6977969925	29521.4023081269	0	-4.23184746493734e+20	-2.5594702463174e+20	0
3	1.9891e+30	4322.02793473674	197.401411836208	0	0.0124218152882434	0.000851826427664969	0	3.55215528595211e+22	4.92076090671124e+21	0	5.972e+24	148183863173.622	20523147429.2675	0	-4075.14143671136	29515.7524919545	0	-3.51460690756715e+22	-4.66315831023098e+21	0	7.342e+22	148080204877.977	20886885523.5488	0	-5059.76749938363	29218.2104437358	0	-3.75483783849644e+20	-2.57602596480263e+20	0
3	1.9891e+30	5464.6508119734	280.999055119883	0	0.0139629297261021	0.00107828114442727	0	3.54320117246037e+22	5.53130070551686e+21	0	5.972e+24	147808897852.829	23070144135.6525	0	-4583.33311044096	29444.0026537432	0	-3.51027125337545e+22	-5.28299510469777e+21	0	7.342e+22	147623949507.061	23397808141.2201	0	-5475.3225638286	28919.2313738085	0	-3.29299190849225e+20	-2.48305600819088e+20	0
